timestamp x y z
643901901506766097 -955 38 279
643901901516577634 -951 41 279
643901901526389171 -950 42 276
643901901536200708 -947 41 280
643901901546012245 -946 41 278
643901901555823782 -948 38 277
643901901565635319 -950 38 279
643901901575446856 -949 38 279
643901901585258393 -953 36 279
643901901595069930 -955 39 279
643901901604881467 -953 37 280
643901901614693004 -954 38 283
643901901624504541 -953 37 279
643901901634316078 -951 38 278
643901901644127615 -950 36 278
643901901653939152 -947 34 275
643901901663750689 -947 32 272
643901901673562226 -944 31 275
643901901683373763 -945 30 274
643901901693185300 -946 32 276
643901901702996837 -949 31 280
643901901712808374 -953 33 280
643901901722619911 -953 35 281
643901901732431448 -953 33 281
643901901742242985 -952 33 283
643901901752054522 -955 30 281
643901901761866059 -958 34 278
643901901771677596 -955 32 274
643901901781489133 -958 29 266
643901901791300670 -950 30 272
643901901801112207 -941 31 287
643901901810923744 -948 27 286
643901901820735281 -934 27 298
643901901830546818 -916 29 311
643901901840388061 -951 31 286
643901901850198750 -973 32 269
643901901860009439 -961 27 269
643901901869820128 -948 24 269
643901901879630817 -940 25 280
643901901889441506 -939 26 286
643901901899252195 -942 26 287
643901901909062884 -945 25 288
643901901918873573 -948 24 285
643901901928684262 -952 26 284
643901901938494951 -953 25 279
643901901948305640 -952 26 275
643901901958116329 -950 25 274
643901901967927018 -947 24 270
643901901977737707 -944 23 271
643901901987548396 -943 24 271
643901901997359085 -949 25 271
643901902007169774 -950 24 272
643901902016980463 -950 26 274
643901902026791152 -951 26 275
643901902036601841 -952 25 275
643901902046412530 -952 20 274
643901902056223219 -952 18 270
643901902066033908 -949 17 276
643901902075844597 -952 20 272
643901902085655286 -954 17 272
643901902095465975 -952 15 274
643901902105276664 -956 15 270
643901902115087353 -961 13 267
643901902124898042 -960 12 268
643901902134708731 -953 15 271
643901902144519420 -953 16 273
643901902154330109 -955 17 270
643901902164140798 -960 16 270
643901902173951487 -957 17 268
643901902183762176 -955 17 269
643901902193543185 -956 16 269
643901902203354722 -956 16 267
643901902213166259 -958 17 265
643901902222977796 -959 16 264
643901902232789333 -961 16 261
643901902242600870 -960 14 261
643901902252412407 -960 14 262
643901902262223944 -961 14 260
643901902272035481 -960 11 259
643901902281847018 -964 13 260
643901902291658555 -964 12 257
643901902301470092 -965 10 258
643901902311281629 -961 10 259
643901902321093166 -965 9 259
643901902330904703 -964 9 256
643901902340716240 -962 8 257
643901902350527777 -961 10 258
643901902360339314 -961 9 258
643901902370150851 -960 10 256
643901902379962388 -960 11 255
643901902389773925 -964 9 254
643901902399585462 -968 7 252
643901902409396999 -970 5 248
643901902419208536 -971 5 248
643901902429020073 -972 3 248
643901902438831610 -973 6 244
643901902448643147 -970 6 246
643901902458454684 -967 5 246
643901902468266221 -963 4 249
643901902478077758 -966 6 248
643901902487889295 -965 7 249
643901902497700832 -966 3 248
643901902507512369 -972 5 244
643901902517323906 -978 10 238
643901902527135443 -979 7 225
643901902536946980 -980 8 221
643901902546758527 -970 6 231
643901902556570064 -962 5 249
643901902566381601 -967 3 246
643901902576193138 -948 4 260
643901902586004675 -954 6 260
643901902595816212 -985 4 235
643901902605627749 -989 4 210
643901902615439286 -975 4 210
643901902625250823 -959 2 223
643901902635062360 -954 4 235
643901902644873897 -957 7 245
643901902654685434 -969 10 246
643901902664496971 -974 8 241
643901902674308508 -978 6 241
643901902684120045 -979 6 237
643901902693931582 -977 5 232
643901902703743119 -975 7 230
643901902713554656 -978 8 228
643901902723366193 -977 10 218
643901902733177730 -975 8 217
643901902742989267 -973 9 215
643901902752800804 -973 11 212
643901902762612341 -974 10 213
643901902772423878 -976 12 213
643901902782235415 -974 10 218
643901902792046952 -975 10 218
643901902801858489 -976 9 217
643901902811670026 -980 6 207
643901902821481563 -979 9 214
643901902831293100 -973 11 217
643901902841104637 -980 12 211
643901902850916174 -980 10 212
643901902860727711 -979 10 210
643901902870539248 -982 9 207
643901902880350785 -980 8 210
643901902890162322 -977 11 211
643901902899944214 -974 9 214
643901902909756598 -976 11 215
643901902919568982 -975 12 218
643901902929381366 -976 12 215
643901902939193750 -976 11 217
643901902949006134 -977 10 221
643901902958818518 -978 10 220
643901902968630902 -979 9 217
643901902978443286 -982 10 212
643901902988255670 -979 10 216
643901902998068054 -977 11 212
643901903007880438 -975 10 213
643901903017692822 -976 13 212
643901903027505206 -978 12 213
643901903037317590 -976 11 208
643901903047129974 -976 11 210
643901903056942358 -975 11 210
643901903066754742 -978 12 208
643901903076567126 -979 12 210
643901903086379510 -979 11 212
643901903096191894 -977 14 208
643901903106004278 -978 14 206
643901903115816662 -980 14 208
643901903125629046 -979 14 206
643901903135441430 -979 11 204
643901903145253814 -977 14 202
643901903155066198 -975 12 207
643901903164878582 -975 12 204
643901903174690966 -977 10 208
643901903184503350 -978 12 208
643901903194315734 -978 13 206
643901903204128118 -978 14 203
643901903213940502 -977 15 204
643901903223752886 -974 15 208
643901903233565270 -978 14 209
643901903243377654 -977 16 212
643901903253160358 -976 13 214
643901903262973590 -978 13 217
643901903272786822 -982 13 213
643901903282600054 -987 14 204
643901903292413286 -986 14 189
643901903302226518 -983 14 190
643901903312039750 -974 13 194
643901903321852982 -972 14 215
643901903331666214 -983 14 208
643901903341479446 -971 13 223
643901903351292678 -960 12 229
643901903361105910 -980 13 211
643901903370919142 -986 12 180
643901903380732374 -980 11 180
643901903390545606 -971 11 188
643901903400358838 -969 13 207
643901903410172070 -971 13 219
643901903419985302 -973 16 221
643901903429798534 -977 14 221
643901903439611766 -979 10 219
643901903449424998 -980 10 215
643901903459238230 -980 10 213
643901903469051462 -981 13 209
643901903478864694 -980 13 209
643901903488677926 -979 15 205
643901903498491158 -979 11 198
643901903508304390 -975 13 199
643901903518117622 -974 12 205
643901903527930854 -976 12 208
643901903537744086 -976 10 209
643901903547557318 -979 12 212
643901903557370550 -977 10 216
643901903567183782 -978 13 210
643901903576997014 -979 12 206
643901903586810246 -979 11 200
643901903596623478 -974 13 214
643901903606466416 -974 13 211
643901903616278800 -978 13 210
643901903626091184 -978 9 207
643901903635903568 -979 5 208
643901903645715952 -979 7 205
643901903655528336 -977 8 208
643901903665340720 -976 10 211
643901903675153104 -973 13 210
643901903684965488 -976 13 208
643901903694777872 -976 11 208
643901903704590256 -976 10 209
643901903714402640 -974 10 213
643901903724215024 -976 10 213
643901903734027408 -977 10 213
643901903743839792 -979 10 213
643901903753652176 -978 12 207
643901903763464560 -979 12 208
643901903773276944 -978 11 206
643901903783089328 -978 13 205
643901903792901712 -978 10 207
643901903802714096 -975 10 208
643901903812526480 -975 10 208
643901903822338864 -977 10 207
643901903832151248 -976 9 212
643901903841963632 -978 10 210
643901903851776016 -980 10 209
643901903861588400 -979 10 212
643901903871400784 -977 12 213
643901903881213168 -978 11 214
643901903891025552 -977 13 209
643901903900837936 -975 12 212
643901903910650320 -977 14 210
643901903920462704 -973 12 210
643901903930275088 -973 10 209
643901903940087472 -973 12 209
643901903949899856 -976 12 209
643901903959623251 -973 10 211
643901903969438178 -977 11 212
643901903979253105 -978 12 214
643901903989068032 -978 11 214
643901903998882959 -977 12 209
643901904008697886 -976 11 208
643901904018512813 -974 9 207
643901904028327740 -973 10 212
643901904038142667 -971 9 216
643901904047957594 -973 9 218
643901904057772521 -973 10 218
643901904067587448 -971 8 225
643901904077402375 -978 8 222
643901904087217302 -982 11 213
643901904097032229 -983 13 201
643901904106847156 -982 12 195
643901904116662083 -976 13 200
643901904126477010 -966 11 219
643901904136291937 -979 14 216
643901904146106864 -963 10 232
643901904155921791 -946 11 246
643901904165736718 -975 11 227
643901904175551645 -988 10 196
643901904185366572 -983 11 187
643901904195181499 -973 13 198
643901904204996426 -960 13 215
643901904214811353 -956 16 228
643901904224626280 -964 17 230
643901904234441207 -973 14 231
643901904244256134 -979 13 228
643901904254071061 -982 11 225
643901904263885988 -979 14 222
643901904273700915 -977 15 223
643901904283515842 -978 16 219
643901904293330769 -978 16 211
643901904303145696 -975 16 211
643901904313108979 -974 17 210
643901904322919668 -974 18 209
643901904332730357 -972 15 212
643901904342541046 -975 16 216
643901904352351735 -971 14 218
643901904362162424 -971 15 224
643901904371973113 -973 17 224
643901904381783802 -974 16 219
643901904391594491 -977 16 208
643901904401405180 -974 18 222
643901904411215869 -974 20 221
643901904421026558 -975 18 220
643901904430837247 -976 15 223
643901904440647936 -979 14 215
643901904450458625 -979 12 215
643901904460269314 -973 15 222
643901904470080003 -972 17 224
643901904479890692 -973 17 222
643901904489701381 -977 19 221
643901904499512070 -976 20 222
643901904509322759 -975 18 223
643901904519133448 -972 18 226
643901904528944137 -971 17 224
643901904538754826 -974 18 225
643901904548565515 -975 18 226
643901904558376204 -974 19 225
643901904568186893 -973 20 224
643901904577997582 -974 19 222
643901904587808271 -974 18 223
643901904597618960 -974 18 221
643901904607429649 -972 17 224
643901904617240338 -973 18 224
643901904627051027 -974 18 224
643901904636861716 -975 19 220
643901904646672405 -974 17 222
643901904656483094 -972 19 225
643901904666323495 -972 17 225
643901904676133336 -972 20 227
643901904685943177 -970 19 224
643901904695753018 -970 21 227
643901904705562859 -971 18 226
643901904715372700 -971 20 226
643901904725182541 -971 20 226
643901904734992382 -971 20 228
643901904744802223 -970 20 226
643901904754612064 -968 20 230
643901904764421905 -969 20 229
643901904774231746 -971 18 231
643901904784041587 -970 20 229
643901904793851428 -969 20 231
643901904803661269 -968 20 233
643901904813471110 -971 21 232
643901904823280951 -969 20 229
643901904833090792 -969 21 231
643901904842900633 -967 21 236
643901904852710474 -966 21 233
643901904862520315 -966 23 235
643901904872330156 -964 24 238
643901904882139997 -965 23 237
643901904891949838 -966 23 237
643901904901759679 -971 27 235
643901904911569520 -969 32 233
643901904921379361 -974 28 211
643901904931189202 -970 33 221
643901904940999043 -951 29 244
643901904950808884 -959 26 247
643901904960618725 -947 23 257
643901904970428566 -938 23 264
643901904980238407 -973 28 247
643901904990048248 -988 25 221
643901904999858089 -977 24 218
643901905009667930 -961 23 227
643901905019448101 -953 25 240
643901905029258790 -956 22 248
643901905039069479 -967 23 244
643901905048880168 -970 20 243
643901905058690857 -974 18 237
643901905068501546 -974 17 241
643901905078312235 -974 15 236
643901905088122924 -975 18 231
643901905097933613 -974 19 229
643901905107744302 -973 22 222
643901905117554991 -968 23 223
643901905127365680 -963 26 225
643901905137176369 -961 26 229
643901905146987058 -968 29 232
643901905156797747 -972 29 234
643901905166608436 -973 29 234
643901905176419125 -970 31 238
643901905186229814 -970 33 239
643901905196040503 -970 33 235
643901905205851192 -971 35 240
643901905215661881 -969 39 244
643901905225472570 -975 42 238
643901905235283259 -971 41 241
643901905245093948 -969 36 241
643901905254904637 -971 33 234
643901905264715326 -968 35 236
643901905274526015 -960 35 241
643901905284336704 -959 38 241
643901905294147393 -962 37 240
643901905303958082 -966 34 242
643901905313768771 -966 34 240
643901905323579460 -965 31 246
643901905333390149 -965 30 250
643901905343200838 -969 29 251
643901905353011527 -974 28 248
643901905362822216 -972 27 245
643901905372573600 -971 31 242
643901905382385984 -970 33 242
643901905392198368 -968 34 237
643901905402010752 -967 34 239
643901905411823136 -964 32 238
643901905421635520 -962 33 239
643901905431447904 -963 31 237
643901905441260288 -965 33 240
643901905451072672 -964 32 242
643901905460885056 -962 31 240
643901905470697440 -964 32 242
643901905480509824 -966 34 243
643901905490322208 -968 35 242
643901905500134592 -970 37 239
643901905509946976 -969 34 240
643901905519759360 -967 36 237
643901905529571744 -968 36 239
643901905539384128 -968 33 240
643901905549196512 -964 32 239
643901905559008896 -964 31 242
643901905568821280 -964 31 243
643901905578633664 -962 33 242
643901905588446048 -966 33 244
643901905598258432 -967 34 245
643901905608070816 -966 32 244
643901905617883200 -964 33 244
643901905627695584 -965 31 243
643901905637507968 -965 30 245
643901905647320352 -967 30 242
643901905657132736 -965 32 242
643901905666945120 -961 30 243
643901905676757504 -961 31 246
643901905686569888 -962 29 247
643901905696382272 -962 31 249
643901905706194656 -965 31 252
643901905716007040 -963 30 250
643901905725819434 -972 34 246
643901905735631818 -974 41 239
643901905745444202 -972 32 228
643901905755256586 -969 38 231
643901905765068970 -954 31 242
643901905774881354 -960 36 249
643901905784693738 -966 30 250
643901905794506122 -941 30 266
643901905804318506 -952 30 262
643901905814130890 -979 31 241
643901905823943274 -984 31 221
643901905833755658 -965 28 225
643901905843568042 -949 26 240
643901905853380426 -947 29 251
643901905863192810 -951 32 259
643901905873005194 -959 32 256
643901905882817578 -966 30 255
643901905892629962 -969 29 255
643901905902442346 -972 27 250
643901905912254730 -970 29 252
643901905922067114 -973 32 246
643901905931879498 -969 30 242
643901905941691882 -966 32 238
643901905951504266 -964 30 239
643901905961316650 -962 30 239
643901905971129034 -962 30 239
643901905980941418 -965 29 244
643901905990753802 -968 30 243
643901906000566186 -966 27 245
643901906010378570 -967 28 248
643901906020190954 -969 29 246
643901906030003338 -969 28 241
643901906039815722 -968 26 231
643901906049628106 -962 28 246
643901906059440490 -961 29 241
643901906069252874 -966 28 242
643901906079124609 -965 25 241
643901906088935298 -969 23 240
643901906098745987 -967 23 241
643901906108556676 -966 26 241
643901906118367365 -968 28 244
643901906128178054 -969 28 242
643901906137988743 -966 27 240
643901906147799432 -967 27 243
643901906157610121 -963 26 243
643901906167420810 -961 26 243
643901906177231499 -960 27 248
643901906187042188 -966 29 245
643901906196852877 -966 31 247
643901906206663566 -965 29 241
643901906216474255 -965 30 244
643901906226284944 -970 28 242
643901906236095633 -968 32 242
643901906245906322 -967 28 242
643901906255717011 -967 28 242
643901906265527700 -967 26 244
643901906275338389 -965 27 238
643901906285149078 -967 26 241
643901906294959767 -966 26 241
643901906304770456 -967 27 239
643901906314581145 -965 28 239
643901906324391834 -967 28 238
643901906334202523 -967 28 242
643901906344013212 -964 29 240
643901906353823901 -967 28 239
643901906363634590 -966 27 238
643901906373445279 -964 30 241
643901906383255968 -964 29 240
643901906393066657 -963 29 239
643901906402877346 -966 30 241
643901906412688035 -967 30 241
643901906422498724 -968 30 239
643901906432161109 -965 30 241
643901906441976036 -969 29 239
643901906451790963 -970 31 240
643901906461605890 -968 34 239
643901906471420817 -969 29 237
643901906481235744 -971 30 236
643901906491050671 -966 31 234
643901906500865598 -960 30 239
643901906510680525 -961 31 238
643901906520495452 -962 31 243
643901906530310379 -963 33 244
643901906540125306 -963 30 245
643901906549940233 -961 27 244
643901906559755160 -974 29 240
643901906569570087 -979 33 233
643901906579385014 -978 27 222
643901906589199941 -976 33 226
643901906599014868 -958 28 239
643901906608829795 -970 31 238
643901906618644722 -972 31 248
643901906628459649 -950 25 260
643901906638274576 -954 28 258
643901906648089503 -977 28 239
643901906657904430 -983 27 216
643901906667719357 -971 27 213
643901906677534284 -957 26 224
643901906687349211 -953 29 239
643901906697164138 -953 32 249
643901906706979065 -960 35 249
643901906716793992 -969 32 250
643901906726608919 -971 31 248
643901906736423846 -974 30 246
643901906746238773 -976 31 249
643901906756053700 -975 32 244
643901906765868627 -971 32 240
643901906775683554 -967 32 240
643901906785557816 -969 33 243
643901906795371048 -967 32 238
643901906805184280 -969 31 240
643901906814997512 -972 29 247
643901906824810744 -972 29 245
643901906834623976 -972 29 245
643901906844437208 -972 30 249
643901906854250440 -973 29 250
643901906864063672 -971 32 240
643901906873876904 -970 29 232
643901906883690136 -963 34 243
643901906893503368 -962 38 244
643901906903316600 -962 35 241
643901906913129832 -963 30 238
643901906922943064 -966 28 238
643901906932756296 -967 27 240
643901906942569528 -962 28 247
643901906952382760 -963 28 248
643901906962195992 -964 31 246
643901906972009224 -966 32 245
643901906981822456 -966 30 246
643901906991635688 -965 30 250
643901907001448920 -963 26 253
643901907011262152 -962 24 256
643901907021075384 -963 25 256
643901907030888616 -968 25 254
643901907040701848 -969 25 252
643901907050515080 -964 23 250
643901907060328312 -962 24 251
643901907070141544 -963 23 252
643901907079954776 -961 22 252
643901907089768008 -962 23 250
643901907099581240 -963 24 254
643901907109394472 -966 22 253
643901907119207704 -965 21 250
643901907129020936 -965 18 253
643901907138774875 -963 17 252
643901907148589802 -961 16 254
643901907158404729 -962 15 255
643901907168219656 -962 15 254
643901907178034583 -962 14 255
643901907187849510 -962 13 254
643901907197664437 -962 13 255
643901907207479364 -963 12 256
643901907217294291 -963 12 256
643901907227109218 -965 14 254
643901907236924145 -963 14 255
643901907246739072 -963 15 255
643901907256553999 -961 16 255
643901907266368926 -963 14 258
643901907276183853 -962 15 257
643901907285998780 -961 14 255
643901907295813707 -960 12 254
643901907305628634 -960 11 256
643901907315443561 -958 10 253
643901907325258488 -956 10 251
643901907335073415 -954 10 254
643901907344888342 -957 10 258
643901907354703269 -957 10 261
643901907364518196 -959 11 261
643901907374333123 -960 12 260
643901907384148050 -961 9 261
643901907393962977 -968 11 262
643901907403777904 -969 14 262
643901907413592831 -974 9 250
643901907423407758 -971 14 251
643901907433222685 -955 13 265
643901907443037612 -962 15 267
643901907452852539 -957 10 266
643901907462667466 -931 10 276
643901907472482393 -936 9 280
643901907482297320 -968 10 260
643901907492201268 -972 9 245
643901907502013652 -956 7 247
643901907511826036 -943 4 263
643901907521638420 -942 4 272
643901907531450804 -944 7 275
643901907541263188 -950 7 275
643901907551075572 -959 7 277
643901907560887956 -967 9 272
643901907570700340 -969 10 270
643901907580512724 -967 9 270
643901907590325108 -965 12 268
643901907600137492 -962 11 264
643901907609949876 -960 11 263
643901907619762260 -955 9 263
643901907629574644 -953 9 263
643901907639387028 -949 10 266
643901907649199412 -950 8 264
643901907659011796 -954 8 263
643901907668824180 -955 7 268
643901907678636564 -949 10 272
643901907688448948 -952 9 269
643901907698261332 -956 10 264
643901907708073716 -957 11 274
643901907717886100 -956 10 272
643901907727698484 -963 9 271
643901907737510868 -960 6 268
643901907747323252 -957 4 265
643901907757135636 -952 5 266
643901907766948020 -946 5 270
643901907776760404 -948 9 270
643901907786572788 -954 10 268
643901907796385172 -959 12 269
643901907806197556 -956 12 268
643901907816009940 -957 12 271
643901907825822324 -955 12 271
643901907835634708 -954 11 272
643901907845565809 -952 8 273
643901907855374802 -952 6 273
643901907865183795 -956 5 273
643901907874992788 -955 4 271
643901907884801781 -955 4 272
643901907894610774 -958 4 270
643901907904419767 -952 4 270
643901907914228760 -954 7 272
643901907924037753 -953 9 271
643901907933846746 -953 9 271
643901907943655739 -953 10 273
643901907953464732 -953 5 273
643901907963273725 -953 5 274
643901907973082718 -951 2 274
643901907982891711 -951 4 274
643901907992700704 -953 3 277
643901908002509697 -953 3 276
643901908012318690 -954 6 274
643901908022127683 -956 8 275
643901908031936676 -951 7 272
643901908041745669 -950 7 273
643901908051554662 -948 5 275
643901908061363655 -950 5 274
643901908071172648 -948 3 274
643901908080981641 -948 6 274
643901908090790634 -950 5 279
643901908100599627 -948 7 277
643901908110408620 -948 9 275
643901908120217613 -947 10 277
643901908130026606 -947 10 277
643901908139835599 -950 8 275
643901908149644592 -955 10 277
643901908159453585 -953 12 276
643901908169262578 -963 5 265
643901908179071571 -974 6 257
643901908188880564 -955 7 266
643901908198659903 -938 5 285
643901908208469744 -943 3 281
643901908218279585 -928 4 280
643901908228089426 -941 1 282
643901908237899267 -968 4 266
643901908247709108 -972 6 256
643901908257518949 -957 4 260
643901908267328790 -945 3 269
643901908277138631 -943 1 277
643901908286948472 -952 1 277
643901908296758313 -956 3 278
643901908306568154 -953 2 280
643901908316377995 -955 3 276
643901908326187836 -953 2 277
643901908335997677 -955 0 277
643901908345807518 -953 2 274
643901908355617359 -957 1 270
643901908365427200 -954 1 269
643901908375237041 -952 4 268
643901908385046882 -949 0 267
643901908394856723 -948 0 272
643901908404666564 -950 3 272
643901908414476405 -954 2 271
643901908424286246 -953 5 271
643901908434096087 -954 5 271
643901908443905928 -954 5 268
643901908453715769 -952 -1 264
643901908463525610 -948 3 277
643901908473335451 -954 6 273
643901908483145292 -966 7 268
643901908492955133 -951 6 266
643901908502764974 -954 4 264
643901908512574815 -954 4 264
643901908522384656 -954 4 267
643901908532194497 -953 5 269
643901908542004338 -955 9 271
643901908551843889 -952 11 272
643901908561652882 -952 9 272
643901908571461875 -952 8 272
643901908581270868 -950 4 271
643901908591079861 -954 5 272
643901908600888854 -953 4 269
643901908610697847 -952 4 266
643901908620506840 -948 5 268
643901908630315833 -947 6 265
643901908640124826 -948 5 262
643901908649933819 -947 3 262
643901908659742812 -950 6 260
643901908669551805 -954 7 259
643901908679360798 -955 6 260
643901908689169791 -953 4 259
643901908698978784 -954 5 260
643901908708787777 -954 4 263
643901908718596770 -956 4 259
643901908728405763 -959 2 259
643901908738214756 -960 1 258
643901908748023749 -964 1 260
643901908757832742 -965 4 262
643901908767641735 -968 7 262
643901908777450728 -970 9 265
643901908787259721 -970 4 260
643901908797068714 -969 6 259
643901908806877707 -962 4 257
643901908816686700 -960 6 260
643901908826495693 -957 6 263
643901908836304686 -959 8 262
643901908846113679 -958 6 265
643901908855922672 -954 2 266
643901908865731665 -963 5 260
643901908875540658 -971 10 257
643901908885349651 -973 9 246
643901908895158644 -976 7 236
643901908904997302 -971 7 238
643901908914805448 -953 6 265
643901908924613594 -955 1 255
643901908934421740 -937 2 269
643901908944229886 -937 3 277
643901908954038032 -978 3 247
643901908963846178 -985 4 225
643901908973654324 -970 2 226
643901908983462470 -953 1 235
643901908993270616 -945 1 254
643901909003078762 -946 0 261
643901909012886908 -959 1 263
643901909022695054 -971 1 260
643901909032503200 -975 0 257
643901909042311346 -973 1 257
643901909052119492 -971 3 258
643901909061927638 -968 3 258
643901909071735784 -971 2 256
643901909081543930 -974 1 250
643901909091352076 -970 1 251
643901909101160222 -967 0 248
643901909110968368 -962 -2 247
643901909120776514 -955 -1 247
643901909130584660 -954 0 246
643901909140392806 -954 -1 250
643901909150200952 -953 0 254
